gene,regulator_class,condition_specificity,n_signif_conditions,peak_condition
TMEM220,condition-specific,1.0,1,Stim8hr
TMEM222,global,0.5,3,Stim8hr
TMEM223,global,0.429,3,Stim8hr
TMEM230,condition-specific,1.0,1,Rest
TMEM234,condition-specific,1.0,1,Stim8hr
TMEM237,condition-specific,0.667,3,Stim8hr
TMEM241,condition-specific,1.0,3,Stim48hr
TMEM242,condition-specific,0.75,3,Rest
TMEM243,condition-specific,1.0,3,Stim48hr
TMEM245,condition-specific,0.939,3,Rest
TMEM248,condition-specific,0.6,3,Stim48hr
TMEM25,global,0.5,3,Stim8hr
TMEM250,global,0.333,3,Rest
TMEM254,global,0.591,3,Stim8hr
TMEM256,global,0.556,3,Rest
TMEM259,condition-specific,0.644,3,Stim8hr
TMEM260,global,0.4,3,Stim48hr
TMEM263,condition-specific,0.933,3,Stim48hr
TMEM265,condition-specific,1.0,1,Rest
TMEM267,condition-specific,0.667,3,Rest
TMEM268,global,0.559,3,Rest
TMEM273,condition-specific,1.0,3,Stim48hr
TMEM30A,condition-specific,0.679,3,Stim8hr
TMEM33,condition-specific,0.752,3,Stim48hr
TMEM35B,global,0.455,3,Stim8hr
TMEM38B,condition-specific,0.857,3,Rest
TMEM39A,condition-specific,0.889,2,Stim8hr
TMEM39B,global,0.333,3,Stim48hr
TMEM41A,condition-specific,,3,Stim48hr
TMEM41B,global,0.411,3,Rest
TMEM42,condition-specific,1.0,2,Stim8hr
TMEM43,global,0.5,3,Stim8hr
TMEM44,condition-specific,1.0,1,Stim48hr
TMEM50A,condition-specific,0.667,3,Rest
TMEM50B,global,0.444,3,Rest
TMEM53,condition-specific,1.0,1,Stim48hr
TMEM59,condition-specific,0.778,3,Stim8hr
TMEM60,global,0.444,3,Rest
TMEM62,condition-specific,1.0,3,Stim8hr
TMEM63B,condition-specific,1.0,2,Stim48hr
TMEM64,condition-specific,,3,Rest
TMEM65,condition-specific,1.0,3,Stim8hr
TMEM67,condition-specific,,1,Stim48hr
TMEM68,global,0.333,3,Rest
TMEM69,global,0.5,3,Stim48hr
TMEM70,condition-specific,0.833,2,Stim8hr
TMEM71,global,0.429,3,Stim48hr
TMEM79,condition-specific,0.672,3,Stim8hr
TMEM80,condition-specific,1.0,1,Rest
TMEM81,condition-specific,1.0,1,Rest
TMEM86A,condition-specific,1.0,1,Stim8hr
TMEM87A,global,0.429,3,Stim48hr
TMEM87B,condition-specific,0.783,3,Rest
TMEM8B,condition-specific,1.0,1,Stim48hr
TMEM9,condition-specific,0.867,3,Stim8hr
TMEM91,condition-specific,1.0,1,Stim48hr
TMEM94,global,0.436,3,Stim8hr
TMEM97,condition-specific,0.667,3,Stim8hr
TMEM9B,condition-specific,0.667,3,Stim8hr
TMF1,condition-specific,0.667,2,Rest
TMLHE,condition-specific,1.0,3,Rest
TMOD2,condition-specific,,1,Rest
TMOD3,condition-specific,1.0,3,Rest
TMPO,condition-specific,,3,Rest
TMPPE,condition-specific,0.692,2,Rest
TMPRSS13,condition-specific,1.0,1,Rest
TMPRSS3,condition-specific,1.0,1,Stim48hr
TMSB10,global,0.5,3,Rest
TMSB15B,condition-specific,,2,Stim48hr
TMT1A,condition-specific,,1,Stim48hr
TMTC3,global,0.588,3,Stim8hr
TMTC4,global,0.5,3,Rest
TMUB1,global,0.5,3,Stim48hr
TMX1,global,0.545,3,Stim8hr
TMX2,condition-specific,0.756,2,Stim8hr
TMX3,global,0.5,3,Stim8hr
TMX4,condition-specific,1.0,3,Rest
TNF,condition-specific,0.667,3,Stim8hr
TNFAIP1,global,0.429,3,Stim48hr
TNFAIP3,global,0.532,2,Stim8hr
TNFAIP8L1,condition-specific,1.0,3,Stim8hr
TNFAIP8L2,condition-specific,0.667,3,Stim8hr
TNFRSF10A,global,0.571,3,Stim48hr
TNFRSF10B,condition-specific,0.974,3,Rest
TNFRSF10D,condition-specific,0.706,2,Stim48hr
TNFRSF11A,condition-specific,,1,Stim48hr
TNFRSF14,condition-specific,1.0,3,Rest
TNFRSF18,condition-specific,1.0,3,Stim48hr
TNFRSF1A,condition-specific,0.852,3,Rest
TNFRSF1B,condition-specific,1.0,2,Stim8hr
TNFRSF21,condition-specific,1.0,1,Stim8hr
TNFRSF25,condition-specific,,3,Rest
TNFRSF4,condition-specific,0.75,3,Rest
TNFRSF8,condition-specific,0.75,2,Stim48hr
TNFRSF9,condition-specific,0.727,2,Stim8hr
TNFSF10,condition-specific,1.0,2,Stim8hr
TNFSF11,condition-specific,1.0,1,Stim8hr
TNFSF13,condition-specific,1.0,1,Stim48hr
TNFSF13B,condition-specific,,1,Rest
TNFSF14,condition-specific,0.6,3,Stim8hr
TNFSF8,global,0.5,3,Stim8hr
TNFSF9,condition-specific,0.667,2,Stim48hr
TNIK,global,0.375,3,Rest
TNIP1,condition-specific,0.667,3,Rest
TNIP2,condition-specific,0.842,3,Stim8hr
TNKS,condition-specific,,3,Rest
TNKS1BP1,condition-specific,0.663,2,Stim48hr
TNKS2,condition-specific,,3,Rest
TNNC1,condition-specific,1.0,1,Stim48hr
TNPO1,global,0.495,3,Stim48hr
TNPO2,condition-specific,0.667,3,Rest
TNRC6A,condition-specific,0.939,3,Stim48hr
TOB1,condition-specific,0.7,3,Stim8hr
TOB2,condition-specific,0.9,3,Rest
TOE1,condition-specific,0.623,3,Stim48hr
TOGARAM1,condition-specific,,1,Stim8hr
TOLLIP,condition-specific,0.667,3,Stim8hr
TOM1,condition-specific,,3,Rest
TOM1L2,condition-specific,0.6,3,Rest
TOMM20,condition-specific,1.0,1,Stim8hr
TOMM34,condition-specific,,3,Rest
TOMM40L,condition-specific,1.0,3,Rest
TOMM5,condition-specific,0.944,3,Stim8hr
TOMM6,global,0.5,3,Rest
TOMM7,condition-specific,1.0,3,Stim8hr
TOMM70,condition-specific,0.922,3,Stim48hr
TOP1MT,global,0.571,3,Stim48hr
TOP2B,condition-specific,0.942,3,Rest
TOP3B,condition-specific,1.0,3,Stim8hr
TOP6BL,condition-specific,0.714,3,Stim48hr
TOPBP1,condition-specific,0.63,2,Stim8hr
TOPORS,condition-specific,1.0,1,Rest
TOR1A,global,0.472,3,Rest
TOR1AIP1,global,0.444,3,Stim8hr
TOR1AIP2,condition-specific,1.0,3,Rest
TOR1B,condition-specific,1.0,3,Stim8hr
TOR3A,condition-specific,,3,Rest
TOR4A,condition-specific,1.0,1,Stim48hr
TP53,condition-specific,0.72,3,Rest
TP53BP1,condition-specific,0.667,3,Rest
TP53BP2,condition-specific,1.0,3,Rest
TP53I13,global,0.444,3,Rest
TP53INP1,condition-specific,1.0,2,Rest
TP53INP2,condition-specific,0.769,2,Stim48hr
TP53RK,condition-specific,0.975,2,Stim8hr
TP73,global,0.356,3,Stim8hr
TPCN1,condition-specific,0.75,3,Stim48hr
TPCN2,condition-specific,,2,Rest
TPD52,condition-specific,0.671,3,Rest
TPD52L2,condition-specific,1.0,3,Stim48hr
TPGS1,condition-specific,0.75,3,Rest
TPGS2,condition-specific,0.918,3,Stim48hr
TPK1,condition-specific,0.795,2,Stim8hr
TPM4,global,0.455,3,Stim48hr
TPMT,global,0.417,3,Stim8hr
TPP1,global,0.409,3,Stim48hr
TPP2,condition-specific,0.92,2,Stim48hr
TPR,condition-specific,0.942,2,Rest
TPRA1,condition-specific,,3,Stim8hr
TPRG1L,condition-specific,0.806,3,Stim48hr
TPRKB,condition-specific,0.935,2,Stim8hr
TPST2,condition-specific,0.809,3,Stim48hr
TRA2A,condition-specific,1.0,3,Stim8hr
TRABD,global,0.429,3,Stim8hr
TRABD2A,condition-specific,1.0,3,Rest
TRADD,condition-specific,0.747,3,Stim8hr
TRAF1,global,0.5,3,Stim8hr
TRAF2,global,0.488,3,Stim48hr
TRAF3,global,0.455,3,Stim8hr
TRAF3IP1,global,0.417,3,Stim48hr
TRAF3IP2,global,0.5,3,Rest
TRAF3IP3,condition-specific,0.667,3,Stim8hr
TRAF4,condition-specific,1.0,3,Rest
TRAF5,condition-specific,0.625,3,Rest
TRAF6,condition-specific,0.719,2,Stim8hr
TRAF7,condition-specific,0.6,3,Rest
TRAFD1,condition-specific,,3,Rest
TRAK2,condition-specific,0.68,3,Stim8hr
TRAM1,global,0.444,3,Stim48hr
TRAM2,global,0.5,2,Rest
TRAP1,condition-specific,,3,Rest
TRAPPC10,condition-specific,0.667,3,Rest
TRAPPC12,global,0.385,3,Stim8hr
TRAPPC13,condition-specific,0.947,3,Stim8hr
TRAPPC2L,condition-specific,0.731,3,Stim8hr
TRAPPC3,condition-specific,0.942,2,Rest
TRAPPC4,condition-specific,0.75,3,Stim48hr
TRAPPC6A,condition-specific,0.8,3,Rest
TRAPPC6B,condition-specific,0.667,3,Stim48hr
TRAPPC9,condition-specific,0.667,3,Stim48hr
TRAT1,condition-specific,0.6,3,Stim48hr
TRDMT1,condition-specific,0.667,3,Stim48hr
TREML2,condition-specific,0.667,2,Rest
TRERF1,condition-specific,0.667,2,Rest
TRIB1,condition-specific,,2,Stim48hr
TRIB2,global,0.512,3,Rest
TRIB3,global,0.545,3,Rest
TRIM13,global,0.4,3,Stim48hr
TRIM14,condition-specific,0.817,3,Rest
TRIM21,condition-specific,1.0,3,Stim8hr
TRIM22,condition-specific,0.688,3,Stim48hr
TRIM23,global,0.333,3,Stim48hr
TRIM24,global,0.593,2,Rest
TRIM25,global,0.415,3,Stim8hr
TRIM26,condition-specific,0.667,3,Stim48hr
TRIM27,condition-specific,0.75,3,Rest
TRIM28,global,0.388,3,Stim48hr
TRIM33,global,0.549,3,Stim8hr
TRIM34,global,0.5,3,Stim48hr
TRIM35,condition-specific,1.0,3,Rest
TRIM37,global,0.5,3,Rest
TRIM38,condition-specific,0.812,3,Stim48hr
TRIM39,global,0.406,3,Rest
TRIM4,condition-specific,0.75,3,Rest
TRIM41,condition-specific,,3,Rest
TRIM44,condition-specific,0.667,3,Stim48hr
TRIM46,global,0.385,3,Stim8hr
TRIM47,condition-specific,0.938,3,Stim48hr
TRIM5,condition-specific,1.0,3,Stim8hr
TRIM52,condition-specific,0.6,3,Stim8hr
TRIM56,global,0.5,3,Stim8hr
TRIM59,condition-specific,0.6,3,Stim8hr
TRIM62,condition-specific,1.0,1,Rest
TRIM65,global,0.5,3,Stim48hr
TRIM8,condition-specific,0.8,2,Stim48hr
TRIP10,condition-specific,0.667,2,Stim48hr
TRIP11,condition-specific,,3,Rest
TRIP12,global,0.437,3,Rest
TRIP13,condition-specific,0.714,3,Rest
TRIP4,global,0.333,3,Rest
TRIP6,global,0.429,3,Stim8hr
TRIR,global,0.474,3,Stim8hr
TRIT1,condition-specific,0.824,3,Stim8hr
TRMO,condition-specific,1.0,2,Stim8hr
TRMT1,global,0.5,3,Stim48hr
TRMT10A,global,0.444,3,Stim48hr
TRMT10B,condition-specific,,3,Rest
TRMT10C,condition-specific,0.953,3,Stim48hr
TRMT11,condition-specific,,3,Rest
TRMT12,condition-specific,1.0,2,Stim48hr
TRMT13,condition-specific,1.0,1,Stim48hr
TRMT1L,condition-specific,,3,Stim8hr
TRMT2A,condition-specific,1.0,2,Stim8hr
TRMT2B,global,0.5,3,Rest
TRMT44,condition-specific,0.8,3,Stim48hr
TRMT6,condition-specific,0.707,3,Stim8hr
TRMT61A,global,0.55,3,Stim8hr
TRMT61B,condition-specific,0.7,3,Rest
TRMU,condition-specific,1.0,3,Stim48hr
TROAP,global,0.4,3,Rest
TRPC4AP,global,0.556,3,Rest
TRPS1,condition-specific,1.0,3,Rest
TRPT1,condition-specific,0.667,2,Stim48hr
TRPV2,global,0.5,3,Stim8hr
TRRAP,condition-specific,0.676,3,Stim8hr
TRUB1,condition-specific,0.991,3,Rest
TRUB2,condition-specific,0.989,3,Stim48hr
TSC1,global,0.52,3,Rest
TSC2,global,0.518,3,Rest
TSC22D2,condition-specific,0.848,3,Rest
TSC22D3,condition-specific,1.0,2,Stim48hr
TSC22D4,condition-specific,0.833,3,Stim48hr
TSEN15,condition-specific,0.69,3,Stim8hr
TSFM,condition-specific,0.992,3,Stim48hr
TSHZ1,global,0.5,3,Stim8hr
TSKU,condition-specific,,1,Stim48hr
TSN,condition-specific,0.6,3,Stim8hr
TSNARE1,condition-specific,,3,Rest
TSNAX,condition-specific,0.714,3,Stim48hr
TSPAN15,global,0.556,2,Rest
TSPAN17,condition-specific,1.0,3,Stim48hr
TSPAN18,condition-specific,1.0,1,Rest
TSPAN3,condition-specific,,3,Rest
TSPAN31,condition-specific,0.75,3,Stim8hr
TSPAN32,condition-specific,1.0,1,Rest
TSPAN5,global,0.333,3,Rest
TSPO,global,0.5,3,Rest
TSPOAP1,condition-specific,1.0,1,Rest
TSPYL1,condition-specific,0.875,3,Stim48hr
TSPYL2,condition-specific,1.0,3,Stim48hr
TSPYL4,condition-specific,1.0,3,Rest
TSPYL5,condition-specific,1.0,1,Stim8hr
TSR2,condition-specific,1.0,1,Rest
TSR3,condition-specific,0.778,3,Stim8hr
TSSC4,global,0.4,3,Stim8hr
TST,global,0.444,3,Rest
TSTD1,global,0.4,3,Stim8hr
TSTD2,global,0.452,3,Stim8hr
TTBK2,condition-specific,1.0,3,Stim48hr
TTC13,global,0.333,3,Stim48hr
TTC14,global,0.5,3,Rest
TTC17,global,0.444,3,Rest
TTC19,condition-specific,0.6,3,Rest
TTC21B,condition-specific,0.6,3,Stim8hr
TTC22,condition-specific,1.0,1,Rest
TTC3,global,0.5,3,Stim8hr
TTC31,condition-specific,0.667,3,Stim48hr
TTC32,condition-specific,,3,Rest
TTC33,condition-specific,,3,Rest
TTC39B,global,0.571,3,Rest
TTC39C,condition-specific,0.988,3,Rest
TTC4,condition-specific,0.754,2,Rest
TTC5,global,0.544,3,Stim8hr
TTC7A,condition-specific,0.965,3,Stim8hr
TTC8,condition-specific,1.0,1,Stim8hr
TTC9,global,0.458,3,Rest
TTC9C,condition-specific,0.8,2,Rest
TTL,condition-specific,,3,Stim48hr
TTLL1,condition-specific,1.0,3,Stim8hr
TTLL11,condition-specific,0.75,2,Stim8hr
TTLL12,global,0.429,3,Stim8hr
TTLL3,condition-specific,1.0,2,Rest
TTLL4,condition-specific,0.667,3,Rest
TTLL5,global,0.5,3,Stim8hr
TTPAL,global,0.4,3,Stim48hr
TTYH2,condition-specific,0.857,2,Stim8hr
TTYH3,condition-specific,0.892,2,Stim8hr
TUBA1A,global,0.5,3,Rest
TUBA1C,condition-specific,,3,Rest
TUBA4A,condition-specific,,3,Stim8hr
TUBB4B,condition-specific,0.774,3,Stim8hr
TUBE1,global,0.561,3,Stim48hr
TUBG2,condition-specific,,1,Stim48hr
TUFM,global,0.522,3,Stim8hr
TUSC2,global,0.333,3,Stim48hr
TUT7,condition-specific,0.625,3,Stim8hr
TWF1,condition-specific,0.668,3,Rest
TWF2,condition-specific,1.0,3,Stim48hr
TWNK,condition-specific,0.641,3,Stim48hr
TWSG1,global,0.538,3,Stim48hr
TXK,condition-specific,,3,Rest
TXLNA,condition-specific,0.625,3,Stim48hr
TXLNG,condition-specific,0.6,3,Rest
TXN2,condition-specific,0.667,3,Rest
TXNDC11,global,0.333,3,Stim8hr
TXNDC12,condition-specific,0.957,3,Stim8hr
TXNDC15,global,0.5,3,Stim8hr
TXNDC16,condition-specific,,3,Rest
TXNDC17,condition-specific,0.667,3,Stim48hr
TXNDC5,condition-specific,1.0,3,Rest
TXNDC9,condition-specific,0.725,3,Stim8hr
TXNIP,global,0.452,3,Stim48hr
TXNL1,global,0.535,3,Stim8hr
TXNL4B,condition-specific,1.0,1,Stim8hr
TXNRD1,condition-specific,1.0,1,Stim48hr
TXNRD2,global,0.471,3,Stim48hr
TYK2,global,0.465,3,Stim48hr
TYMP,condition-specific,,3,Rest
TYSND1,condition-specific,0.75,3,Stim8hr
TYW1,global,0.5,3,Stim48hr
TYW3,condition-specific,0.6,3,Stim48hr
TYW5,condition-specific,0.6,3,Stim48hr
U2AF1L4,global,0.333,3,Rest
U2SURP,condition-specific,0.744,3,Rest
UAP1,condition-specific,0.6,3,Stim8hr
UAP1L1,global,0.5,3,Stim8hr
UBA2,global,0.485,3,Rest
UBA5,global,0.499,3,Stim8hr
UBA6,condition-specific,1.0,3,Rest
UBA7,condition-specific,1.0,3,Rest
UBAC1,global,0.576,3,Stim8hr
UBAC2,condition-specific,0.667,3,Stim8hr
UBALD1,condition-specific,1.0,2,Stim8hr
UBAP2,global,0.5,3,Stim8hr
UBAP2L,global,0.44,3,Stim8hr
UBASH3A,global,0.5,3,Stim48hr
UBASH3B,condition-specific,1.0,3,Stim48hr
UBB,condition-specific,,3,Stim8hr
UBC,condition-specific,0.752,3,Rest
UBE2A,condition-specific,1.0,3,Stim8hr
UBE2B,condition-specific,0.692,2,Stim8hr
UBE2C,global,0.4,3,Stim48hr
UBE2D1,condition-specific,0.92,2,Stim48hr
UBE2D2,global,0.444,3,Stim8hr
UBE2D3,global,0.556,3,Stim48hr
UBE2D4,condition-specific,0.714,3,Stim8hr
UBE2E1,condition-specific,0.646,3,Stim48hr
UBE2E2,condition-specific,0.923,2,Stim8hr
UBE2E3,condition-specific,0.667,3,Rest
UBE2F,condition-specific,0.754,3,Stim8hr
UBE2G1,condition-specific,0.938,3,Stim48hr
UBE2G2,global,0.547,3,Stim8hr
UBE2H,global,0.545,3,Rest
UBE2I,global,0.386,3,Stim48hr
UBE2J1,condition-specific,0.788,3,Stim48hr
UBE2J2,condition-specific,0.871,3,Rest
UBE2K,condition-specific,1.0,3,Stim8hr
UBE2L3,global,0.491,3,Stim8hr
UBE2L6,condition-specific,,3,Rest
UBE2M,condition-specific,0.6,2,Stim48hr
UBE2N,global,0.542,3,Stim8hr
UBE2O,condition-specific,,3,Rest
UBE2Q1,global,0.333,3,Rest
UBE2Q2,global,0.5,3,Rest
UBE2R2,condition-specific,0.615,3,Stim8hr
UBE2S,global,0.5,3,Rest
UBE2T,global,0.546,2,Stim8hr
UBE2V1,global,0.5,3,Stim48hr
UBE2V2,condition-specific,0.952,3,Stim48hr
UBE2W,global,0.5,3,Stim48hr
UBE2Z,condition-specific,1.0,3,Stim8hr
UBE3A,condition-specific,0.6,3,Stim48hr
UBE3B,global,0.333,3,Rest
UBE3C,condition-specific,0.871,3,Rest
UBE3D,condition-specific,1.0,1,Stim8hr
UBE4A,global,0.5,3,Rest
UBE4B,global,0.421,3,Stim48hr
UBIAD1,condition-specific,0.624,3,Stim48hr
UBL3,condition-specific,0.822,3,Rest
UBL4A,condition-specific,,3,Rest
UBL7,condition-specific,1.0,3,Stim8hr
UBLCP1,condition-specific,0.75,3,Rest
UBN1,condition-specific,0.604,3,Stim48hr
UBN2,condition-specific,,3,Rest
UBOX5,global,0.5,3,Rest
UBP1,condition-specific,,1,Rest
UBQLN1,global,0.5,3,Rest
UBQLN2,global,0.5,3,Stim48hr
UBQLN4,global,0.55,3,Stim48hr
UBR2,condition-specific,,3,Rest
UBR3,global,0.333,3,Rest
UBR4,global,0.525,3,Rest
UBR5,global,0.406,3,Stim8hr
UBR7,condition-specific,0.867,3,Rest
UBTD2,condition-specific,0.647,3,Stim48hr
UBTF,condition-specific,1.0,1,Stim8hr
UBXN1,global,0.527,3,Rest
UBXN11,global,0.526,3,Stim8hr
UBXN2A,condition-specific,0.6,3,Stim48hr
UBXN2B,global,0.556,3,Stim8hr
UBXN4,global,0.545,3,Stim8hr
UBXN6,condition-specific,0.778,3,Stim48hr
UBXN7,global,0.408,3,Stim8hr
UBXN8,condition-specific,1.0,3,Stim8hr
UCHL3,condition-specific,,1,Stim48hr
UCHL5,global,0.465,3,Stim8hr
UCK1,condition-specific,0.667,3,Rest
UCK2,condition-specific,0.931,3,Rest
UCKL1,global,0.5,3,Rest
UCP2,condition-specific,0.778,3,Stim48hr
UEVLD,global,0.5,3,Rest
UFC1,condition-specific,0.753,3,Rest
UFL1,global,0.489,3,Stim8hr
UFM1,global,0.427,3,Stim8hr
UFSP2,condition-specific,,2,Stim48hr
UGCG,global,0.424,3,Rest
UGDH,condition-specific,0.825,3,Rest
UGGT1,global,0.573,3,Rest
UGP2,condition-specific,0.667,3,Stim48hr
UHMK1,global,0.429,3,Stim8hr
UHRF2,condition-specific,,3,Stim8hr
UIMC1,global,0.4,3,Stim8hr
ULK1,condition-specific,1.0,3,Stim48hr
ULK2,condition-specific,1.0,3,Stim48hr
ULK4,condition-specific,0.708,3,Stim8hr
UNC119,condition-specific,1.0,3,Stim8hr
UNC119B,global,0.412,3,Stim48hr
UNC13D,global,0.5,3,Stim8hr
UNC45A,global,0.428,3,Stim48hr
UNC50,condition-specific,0.727,2,Stim8hr
UNC93B1,global,0.406,3,Stim48hr
UNG,global,0.333,3,Stim8hr
UNK,global,0.405,3,Stim8hr
UPF2,global,0.383,3,Rest
UPF3A,condition-specific,0.846,3,Stim48hr
UPP1,condition-specific,1.0,3,Rest
UPRT,condition-specific,1.0,3,Stim48hr
UQCC1,condition-specific,0.987,2,Stim8hr
UQCC2,condition-specific,1.0,3,Stim48hr
UQCC3,condition-specific,0.812,3,Rest
UQCC4,global,0.5,3,Stim8hr
UQCC5,condition-specific,1.0,1,Stim8hr
UQCC6,condition-specific,1.0,3,Rest
UQCR10,condition-specific,1.0,2,Rest
UQCR11,global,0.5,3,Stim48hr
UQCRB,global,0.42,3,Stim48hr
UQCRC1,condition-specific,0.668,2,Rest
UQCRC2,global,0.553,3,Stim8hr
UQCRH,condition-specific,1.0,3,Stim8hr
UQCRQ,global,0.562,2,Rest
URB2,condition-specific,1.0,1,Stim8hr
URGCP,condition-specific,1.0,3,Stim48hr
URI1,condition-specific,1.0,1,Stim8hr
URM1,global,0.476,3,Stim8hr
UROS,condition-specific,0.95,3,Stim8hr
USB1,condition-specific,0.652,3,Stim48hr
USF1,global,0.429,3,Stim48hr
USF2,global,0.594,3,Stim8hr
USF3,condition-specific,0.68,3,Rest
USO1,condition-specific,0.651,3,Stim8hr
USP1,condition-specific,1.0,3,Stim8hr
USP10,global,0.391,3,Stim8hr
USP11,condition-specific,1.0,3,Stim8hr
USP12,condition-specific,0.8,3,Stim48hr
USP13,condition-specific,0.997,3,Rest
USP14,condition-specific,0.625,3,Stim48hr
USP15,global,0.577,3,Stim8hr
USP16,condition-specific,0.625,3,Rest
USP18,condition-specific,0.909,3,Rest
USP19,global,0.333,3,Stim8hr
USP20,condition-specific,1.0,3,Rest
USP21,condition-specific,1.0,3,Stim8hr
USP22,global,0.396,3,Stim8hr
USP24,condition-specific,0.961,3,Stim48hr
USP25,condition-specific,1.0,3,Stim8hr
USP28,condition-specific,0.8,3,Stim48hr
USP3,condition-specific,0.71,3,Stim48hr
USP32,global,0.5,3,Stim8hr
USP33,global,0.5,3,Stim8hr
USP34,condition-specific,,3,Stim8hr
USP35,condition-specific,1.0,1,Stim48hr
USP36,condition-specific,0.703,2,Stim8hr
USP38,global,0.429,3,Rest
USP4,condition-specific,0.721,3,Stim48hr
USP40,condition-specific,0.731,3,Rest
USP42,global,0.333,3,Stim8hr
USP44,condition-specific,,3,Stim8hr
USP45,condition-specific,1.0,3,Stim8hr
USP46,condition-specific,,3,Stim8hr
USP47,global,0.5,3,Stim8hr
USP48,condition-specific,1.0,3,Stim8hr
USP53,condition-specific,1.0,3,Stim48hr
USP7,global,0.403,3,Stim8hr
USP9X,condition-specific,,3,Rest
UTP23,condition-specific,0.791,3,Stim48hr
UTS2,condition-specific,0.667,3,Rest
UVRAG,condition-specific,0.694,2,Rest
UVSSA,condition-specific,0.685,2,Stim48hr
UXS1,condition-specific,0.822,3,Rest
UXT,condition-specific,0.8,3,Stim8hr
VAC14,condition-specific,0.75,3,Stim8hr
VAMP1,global,0.571,3,Stim8hr
VAMP2,condition-specific,1.0,3,Rest
VAMP3,condition-specific,1.0,3,Stim48hr
VAMP4,condition-specific,0.75,3,Rest
VAMP5,condition-specific,1.0,1,Rest
VAMP7,global,0.516,3,Stim48hr
VAMP8,condition-specific,1.0,3,Rest
VANGL1,condition-specific,,3,Stim8hr
VAPA,condition-specific,1.0,3,Stim48hr
VAPB,global,0.467,3,Rest
VARS2,global,0.578,3,Stim48hr
VASH1,condition-specific,1.0,1,Stim48hr
VASP,global,0.5,3,Stim48hr
VAT1,condition-specific,1.0,3,Stim48hr
VAV1,global,0.573,3,Stim8hr
VBP1,condition-specific,0.689,3,Stim48hr
VCF2,condition-specific,1.0,3,Stim8hr
VCL,global,0.333,3,Rest
VCPIP1,global,0.556,3,Stim48hr
VCPKMT,condition-specific,1.0,3,Rest
VDAC1,global,0.5,3,Stim48hr
VDAC2,condition-specific,1.0,3,Stim8hr
VDAC3,global,0.4,3,Rest
VDR,global,0.5,3,Stim48hr
VEGFA,condition-specific,,2,Stim8hr
VEGFB,condition-specific,0.667,3,Rest
VEZF1,global,0.418,3,Stim8hr
VEZT,global,0.358,3,Stim8hr
VGLL4,condition-specific,0.846,3,Stim48hr
VHL,global,0.423,3,Stim48hr
VILL,condition-specific,,2,Stim8hr
VIM,global,0.402,3,Stim8hr
VIPAS39,condition-specific,0.75,3,Stim48hr
VIPR1,condition-specific,1.0,1,Rest
VKORC1,global,0.5,3,Stim8hr
VKORC1L1,global,0.455,3,Stim8hr
VLDLR,condition-specific,1.0,1,Stim48hr
VMAC,global,0.5,2,Stim8hr
VOPP1,condition-specific,,3,Stim8hr
VPS11,condition-specific,0.714,3,Stim48hr
VPS13A,condition-specific,1.0,3,Stim48hr
VPS13B,condition-specific,1.0,3,Stim8hr
VPS13C,condition-specific,0.667,3,Rest
VPS26A,condition-specific,0.857,3,Rest
VPS26B,condition-specific,0.779,3,Stim8hr
VPS26C,condition-specific,1.0,3,Stim48hr
VPS29,condition-specific,0.624,2,Stim8hr
VPS33A,condition-specific,1.0,1,Stim48hr
VPS33B,condition-specific,1.0,3,Stim48hr
VPS35,global,0.542,3,Stim8hr
VPS35L,condition-specific,0.635,3,Stim48hr
VPS37B,condition-specific,0.643,3,Stim48hr
VPS37C,condition-specific,1.0,1,Stim48hr
VPS39,global,0.425,3,Stim48hr
VPS41,global,0.468,3,Stim48hr
VPS45,global,0.514,3,Stim48hr
VPS4A,condition-specific,0.925,3,Stim48hr
VPS4B,condition-specific,0.667,3,Rest
VPS50,global,0.438,3,Rest
VPS8,condition-specific,0.993,3,Stim48hr
VPS9D1,condition-specific,1.0,1,Rest
VRK1,condition-specific,0.833,3,Rest
VRK2,condition-specific,0.725,3,Stim48hr
VRK3,global,0.5,3,Stim48hr
VSIG10,condition-specific,1.0,1,Stim48hr
VSIR,global,0.5,3,Stim48hr
VTA1,condition-specific,1.0,3,Stim8hr
VTI1A,global,0.333,3,Stim8hr
VTI1B,condition-specific,0.75,3,Stim8hr
VWA5A,condition-specific,1.0,3,Rest
VWA8,condition-specific,,3,Stim8hr
WAC,global,0.466,3,Stim8hr
WAPL,global,0.597,3,Stim8hr
WARS1,condition-specific,0.832,3,Stim8hr
WARS2,condition-specific,0.882,3,Stim48hr
WAS,condition-specific,0.868,3,Stim8hr
WASF2,condition-specific,0.776,3,Rest
WASHC3,condition-specific,1.0,3,Rest
WASHC4,condition-specific,0.887,3,Rest
WASHC5,global,0.5,3,Stim8hr
WASL,global,0.422,3,Stim8hr
WBP1,condition-specific,0.6,3,Rest
WBP1L,condition-specific,1.0,3,Stim8hr
WBP2,global,0.5,3,Stim48hr
WBP4,global,0.527,3,Stim8hr
WDFY1,condition-specific,0.692,3,Stim48hr
WDFY2,global,0.5,3,Rest
WDPCP,global,0.5,3,Stim8hr
WDR11,condition-specific,,3,Stim48hr
WDR13,global,0.5,3,Stim8hr
WDR18,condition-specific,1.0,1,Stim8hr
WDR19,condition-specific,0.6,2,Stim8hr
WDR20,condition-specific,1.0,3,Rest
WDR24,condition-specific,0.762,2,Stim8hr
WDR26,global,0.551,3,Rest
WDR27,global,0.4,3,Stim8hr
