perturbed_gene,condition,reg_class,measured_gene,log_fc,lfcSE,theta_post_mean,theta_post_sd,p_effect_positive,p_abs_effect_gt_1p5x
LAT,Stim8hr,TCR (context-specific),NDUFB1,0.728,0.083,0.712,0.082,1.0,0.94
LAT,Stim8hr,TCR (context-specific),UPP1,1.138,0.149,1.061,0.144,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TRIM52,0.784,0.132,0.742,0.128,1.0,0.889
LAT,Stim8hr,TCR (context-specific),TMEM50A,0.8,0.061,0.791,0.061,1.0,1.0
LAT,Stim8hr,TCR (context-specific),NUDT14,2.606,0.313,1.975,0.272,1.0,1.0
LAT,Stim8hr,TCR (context-specific),PRKX,0.846,0.194,0.754,0.183,1.0,0.821
LAT,Stim8hr,TCR (context-specific),SMTN,1.404,0.26,1.151,0.235,1.0,0.992
LAT,Stim8hr,TCR (context-specific),ACTG1,0.736,0.069,0.725,0.068,1.0,0.98
LAT,Stim8hr,TCR (context-specific),CMSS1,-0.914,0.093,-0.889,0.092,0.0,1.0
LAT,Stim8hr,TCR (context-specific),PLA2G6,0.995,0.191,0.889,0.181,1.0,0.953
LAT,Stim8hr,TCR (context-specific),SOCS3,1.289,0.124,1.227,0.121,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SNN,1.582,0.441,0.969,0.345,0.998,0.867
LAT,Stim8hr,TCR (context-specific),NELL2,1.956,0.477,1.122,0.361,0.999,0.931
LAT,Stim8hr,TCR (context-specific),KRBA2,1.207,0.307,0.924,0.268,1.0,0.897
LAT,Stim8hr,TCR (context-specific),SEPTIN9,0.912,0.08,0.893,0.079,1.0,1.0
LAT,Stim8hr,TCR (context-specific),H2BC21,1.323,0.207,1.16,0.194,1.0,0.999
LAT,Stim8hr,TCR (context-specific),APOBR,1.459,0.182,1.317,0.173,1.0,1.0
LAT,Stim8hr,TCR (context-specific),H1-10,1.182,0.137,1.113,0.133,1.0,1.0
LAT,Stim8hr,TCR (context-specific),RBM43,1.407,0.235,1.192,0.216,1.0,0.998
LAT,Stim8hr,TCR (context-specific),ZFP90,1.088,0.158,1.006,0.152,1.0,0.997
LAT,Stim8hr,TCR (context-specific),USP18,1.33,0.203,1.171,0.191,1.0,0.999
LAT,Stim8hr,TCR (context-specific),BRI3BP,-0.827,0.103,-0.799,0.101,0.0,0.983
LAT,Stim8hr,TCR (context-specific),SEMA4B,0.912,0.229,0.779,0.212,1.0,0.82
LAT,Stim8hr,TCR (context-specific),ANO9,1.715,0.285,1.356,0.253,1.0,0.999
LAT,Stim8hr,TCR (context-specific),FAM43A,-1.87,0.538,-0.962,0.386,0.006,0.836
LAT,Stim8hr,TCR (context-specific),LRRC37B,1.683,0.187,1.51,0.178,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SIGIRR,1.935,0.157,1.791,0.151,1.0,1.0
LAT,Stim8hr,TCR (context-specific),IFITM2,1.635,0.199,1.447,0.188,1.0,1.0
LAT,Stim8hr,TCR (context-specific),KIAA0825,1.441,0.332,1.059,0.285,1.0,0.952
LAT,Stim8hr,TCR (context-specific),IL3RA,2.93,0.526,1.541,0.381,1.0,0.994
LAT,Stim8hr,TCR (context-specific),SOCS1,0.922,0.111,0.886,0.109,1.0,0.997
LAT,Stim8hr,TCR (context-specific),TNFAIP8L1,1.309,0.154,1.214,0.149,1.0,1.0
LAT,Stim8hr,TCR (context-specific),MAPK11,0.923,0.211,0.806,0.197,1.0,0.869
LAT,Stim8hr,TCR (context-specific),GPRIN3,1.138,0.119,1.088,0.116,1.0,1.0
LAT,Stim8hr,TCR (context-specific),MUC1,1.649,0.213,1.436,0.199,1.0,1.0
LAT,Stim8hr,TCR (context-specific),IRF7,1.714,0.194,1.526,0.183,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SHC4,-3.15,0.613,-1.415,0.411,0.0,0.978
LAT,Stim8hr,TCR (context-specific),ZFP36L1,-0.752,0.144,-0.704,0.14,0.0,0.803
LAT,Stim8hr,TCR (context-specific),SNAI3,2.065,0.295,1.609,0.26,1.0,1.0
LAT,Stim8hr,TCR (context-specific),MYBL1,1.407,0.294,1.098,0.259,1.0,0.976
LAT,Stim8hr,TCR (context-specific),PCYT2,0.808,0.133,0.764,0.129,1.0,0.918
LAT,Stim8hr,TCR (context-specific),EVI2B,1.689,0.145,1.58,0.141,1.0,1.0
LAT,Stim8hr,TCR (context-specific),IFITM1,1.36,0.294,1.06,0.26,1.0,0.966
LAT,Stim8hr,TCR (context-specific),C16orf54,1.511,0.203,1.333,0.19,1.0,1.0
LAT,Stim8hr,TCR (context-specific),RASA3,0.766,0.141,0.719,0.137,1.0,0.836
LAT,Stim8hr,TCR (context-specific),AIDA,0.752,0.102,0.727,0.1,1.0,0.922
LAT,Stim8hr,TCR (context-specific),GSAP,2.126,0.309,1.621,0.27,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ANKRD46,-0.922,0.174,-0.839,0.166,0.0,0.937
LAT,Stim8hr,TCR (context-specific),BCL9L,0.747,0.12,0.714,0.117,1.0,0.865
LAT,Stim8hr,TCR (context-specific),EDARADD,-2.019,0.45,-1.215,0.349,0.0,0.964
LAT,Stim8hr,TCR (context-specific),GNG2,1.033,0.101,1.0,0.099,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ARHGAP30,1.246,0.087,1.216,0.086,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SMIM29,1.097,0.122,1.046,0.119,1.0,1.0
LAT,Stim8hr,TCR (context-specific),UBE2H,1.095,0.169,1.001,0.161,1.0,0.995
LAT,Stim8hr,TCR (context-specific),C17orf58,-0.919,0.21,-0.804,0.196,0.0,0.867
LAT,Stim8hr,TCR (context-specific),TAF9B,0.919,0.127,0.873,0.124,1.0,0.99
LAT,Stim8hr,TCR (context-specific),CHP1,0.72,0.092,0.701,0.091,1.0,0.899
LAT,Stim8hr,TCR (context-specific),ISG15,1.637,0.189,1.465,0.179,1.0,1.0
LAT,Stim8hr,TCR (context-specific),VMAC,1.12,0.234,0.95,0.216,1.0,0.955
LAT,Stim8hr,TCR (context-specific),TRPV2,2.068,0.148,1.931,0.143,1.0,1.0
LAT,Stim8hr,TCR (context-specific),UBQLN2,0.719,0.088,0.701,0.087,1.0,0.91
LAT,Stim8hr,TCR (context-specific),ARL4C,1.456,0.128,1.382,0.125,1.0,1.0
LAT,Stim8hr,TCR (context-specific),DCUN1D3,0.99,0.172,0.902,0.164,1.0,0.973
LAT,Stim8hr,TCR (context-specific),HYKK,1.584,0.467,0.926,0.357,0.995,0.83
LAT,Stim8hr,TCR (context-specific),PLSCR1,0.814,0.131,0.77,0.128,1.0,0.927
LAT,Stim8hr,TCR (context-specific),ZNF559,0.902,0.195,0.802,0.184,1.0,0.881
LAT,Stim8hr,TCR (context-specific),SBK1,1.556,0.334,1.14,0.286,1.0,0.974
LAT,Stim8hr,TCR (context-specific),PDCD1,-2.28,0.378,-1.555,0.312,0.0,0.999
LAT,Stim8hr,TCR (context-specific),CLN3,0.804,0.103,0.776,0.102,1.0,0.97
LAT,Stim8hr,TCR (context-specific),DPYD,1.234,0.161,1.138,0.155,1.0,1.0
LAT,Stim8hr,TCR (context-specific),PARVB,-0.889,0.163,-0.818,0.156,0.0,0.932
LAT,Stim8hr,TCR (context-specific),ZDHHC9,-1.208,0.244,-1.011,0.223,0.0,0.972
LAT,Stim8hr,TCR (context-specific),TMEM120B,-0.903,0.168,-0.827,0.161,0.0,0.933
LAT,Stim8hr,TCR (context-specific),ZNF548,0.824,0.182,0.744,0.173,1.0,0.821
LAT,Stim8hr,TCR (context-specific),TMEM201,-0.849,0.109,-0.817,0.107,0.0,0.985
LAT,Stim8hr,TCR (context-specific),HACD4,1.695,0.168,1.552,0.161,1.0,1.0
LAT,Stim8hr,TCR (context-specific),KCTD21,1.062,0.212,0.927,0.198,1.0,0.958
LAT,Stim8hr,TCR (context-specific),ADAT2,-0.747,0.117,-0.716,0.114,0.0,0.874
LAT,Stim8hr,TCR (context-specific),TMEM120A,1.411,0.147,1.318,0.142,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZNF33A,0.991,0.111,0.953,0.108,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZKSCAN3,1.125,0.317,0.847,0.275,0.999,0.83
LAT,Stim8hr,TCR (context-specific),TDRD7,1.958,0.219,1.693,0.204,1.0,1.0
LAT,Stim8hr,TCR (context-specific),MATCAP1,1.249,0.226,1.071,0.209,1.0,0.99
LAT,Stim8hr,TCR (context-specific),SPATS2L,0.852,0.168,0.78,0.16,1.0,0.888
LAT,Stim8hr,TCR (context-specific),S100A4,0.75,0.127,0.713,0.123,1.0,0.85
LAT,Stim8hr,TCR (context-specific),STK40,0.739,0.094,0.718,0.093,1.0,0.924
LAT,Stim8hr,TCR (context-specific),TMEM63A,2.103,0.177,1.908,0.169,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SEMA4A,-2.25,0.651,-0.944,0.422,0.013,0.803
LAT,Stim8hr,TCR (context-specific),ZNF836,1.425,0.257,1.172,0.233,1.0,0.994
LAT,Stim8hr,TCR (context-specific),ZNF493,1.058,0.174,0.962,0.166,1.0,0.988
LAT,Stim8hr,TCR (context-specific),GIMAP5,1.328,0.131,1.258,0.127,1.0,1.0
LAT,Stim8hr,TCR (context-specific),EVL,1.508,0.106,1.454,0.104,1.0,1.0
LAT,Stim8hr,TCR (context-specific),BORCS6,0.897,0.138,0.845,0.134,1.0,0.974
LAT,Stim8hr,TCR (context-specific),PLXNB2,2.383,0.52,1.265,0.379,1.0,0.964
LAT,Stim8hr,TCR (context-specific),ZNF33B,1.424,0.173,1.297,0.165,1.0,1.0
LAT,Stim8hr,TCR (context-specific),MVB12B,2.272,0.43,1.416,0.34,1.0,0.993
LAT,Stim8hr,TCR (context-specific),ADA,0.784,0.105,0.757,0.103,1.0,0.952
LAT,Stim8hr,TCR (context-specific),ARID5A,1.137,0.181,1.027,0.172,1.0,0.995
LAT,Stim8hr,TCR (context-specific),FLNA,0.823,0.094,0.8,0.093,1.0,0.99
LAT,Stim8hr,TCR (context-specific),FAM3C,-0.816,0.138,-0.768,0.134,0.0,0.913
LAT,Stim8hr,TCR (context-specific),SLC39A10,0.754,0.117,0.722,0.114,1.0,0.884
LAT,Stim8hr,TCR (context-specific),CASP4,1.13,0.112,1.085,0.11,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ANXA4,1.241,0.129,1.177,0.126,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZMYM1,2.12,0.226,1.816,0.21,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZNF682,1.324,0.338,0.965,0.288,1.0,0.906
LAT,Stim8hr,TCR (context-specific),LRRC8B,-0.712,0.111,-0.685,0.109,0.0,0.82
LAT,Stim8hr,TCR (context-specific),NOL4L,1.773,0.253,1.466,0.23,1.0,1.0
LAT,Stim8hr,TCR (context-specific),LRP10,1.153,0.152,1.072,0.147,1.0,1.0
LAT,Stim8hr,TCR (context-specific),GSTK1,1.03,0.072,1.013,0.071,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SPN,0.776,0.105,0.749,0.103,1.0,0.943
LAT,Stim8hr,TCR (context-specific),ZNF624,0.993,0.245,0.83,0.224,1.0,0.863
LAT,Stim8hr,TCR (context-specific),CPLANE1,0.865,0.191,0.772,0.181,1.0,0.85
LAT,Stim8hr,TCR (context-specific),ZNF841,0.883,0.181,0.798,0.172,1.0,0.892
LAT,Stim8hr,TCR (context-specific),DPP4,0.994,0.119,0.95,0.116,1.0,0.999
LAT,Stim8hr,TCR (context-specific),PDCD1LG2,3.132,0.404,2.045,0.326,1.0,1.0
LAT,Stim8hr,TCR (context-specific),S100A10,1.157,0.098,1.122,0.096,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ATAD3A,-0.805,0.101,-0.779,0.1,0.0,0.974
LAT,Stim8hr,TCR (context-specific),CCDC180,1.765,0.319,1.325,0.276,1.0,0.996
LAT,Stim8hr,TCR (context-specific),ZNF44,1.216,0.19,1.088,0.179,1.0,0.998
LAT,Stim8hr,TCR (context-specific),SGTB,1.271,0.118,1.216,0.116,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TEAD4,-1.308,0.394,-0.868,0.321,0.003,0.811
LAT,Stim8hr,TCR (context-specific),FCHSD1,1.118,0.225,0.959,0.209,1.0,0.963
LAT,Stim8hr,TCR (context-specific),S100A6,0.998,0.087,0.973,0.086,1.0,1.0
LAT,Stim8hr,TCR (context-specific),DNM3,1.703,0.486,0.962,0.365,0.996,0.849
LAT,Stim8hr,TCR (context-specific),MAK16,-0.73,0.075,-0.717,0.074,0.0,0.962
LAT,Stim8hr,TCR (context-specific),TMEM229B,2.529,0.327,1.874,0.282,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZNF251,1.082,0.294,0.844,0.26,0.999,0.841
LAT,Stim8hr,TCR (context-specific),HSD17B11,1.518,0.244,1.271,0.223,1.0,0.999
LAT,Stim8hr,TCR (context-specific),STYX,0.656,0.069,0.646,0.068,1.0,0.813
LAT,Stim8hr,TCR (context-specific),PIM3,-0.738,0.124,-0.702,0.121,0.0,0.833
LAT,Stim8hr,TCR (context-specific),ITSN2,0.941,0.076,0.924,0.075,1.0,1.0
LAT,Stim8hr,TCR (context-specific),NTRK1,-1.97,0.535,-1.018,0.385,0.004,0.87
LAT,Stim8hr,TCR (context-specific),MT1F,1.706,0.499,0.942,0.37,0.995,0.832
LAT,Stim8hr,TCR (context-specific),ZNF480,1.761,0.215,1.531,0.2,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZNF808,0.919,0.184,0.828,0.175,1.0,0.918
LAT,Stim8hr,TCR (context-specific),CCDC69,1.271,0.121,1.214,0.118,1.0,1.0
LAT,Stim8hr,TCR (context-specific),C6orf89,0.707,0.102,0.684,0.1,1.0,0.839
LAT,Stim8hr,TCR (context-specific),GLMP,1.125,0.155,1.043,0.149,1.0,0.999
LAT,Stim8hr,TCR (context-specific),F5,-0.843,0.185,-0.758,0.176,0.0,0.837
LAT,Stim8hr,TCR (context-specific),MSRB1,0.899,0.146,0.84,0.142,1.0,0.964
LAT,Stim8hr,TCR (context-specific),ZNF652,1.335,0.167,1.223,0.16,1.0,1.0
LAT,Stim8hr,TCR (context-specific),SLC5A3,0.71,0.092,0.691,0.091,1.0,0.877
LAT,Stim8hr,TCR (context-specific),FAM169A,1.24,0.345,0.894,0.293,0.999,0.855
LAT,Stim8hr,TCR (context-specific),INPP5F,-0.852,0.186,-0.766,0.176,0.0,0.848
LAT,Stim8hr,TCR (context-specific),MAP3K3,0.992,0.149,0.925,0.144,1.0,0.991
LAT,Stim8hr,TCR (context-specific),DZIP3,0.894,0.219,0.773,0.203,1.0,0.823
LAT,Stim8hr,TCR (context-specific),TBKBP1,-1.049,0.192,-0.936,0.182,0.0,0.973
LAT,Stim8hr,TCR (context-specific),NAGA,0.775,0.155,0.719,0.149,1.0,0.816
LAT,Stim8hr,TCR (context-specific),PJA2,0.704,0.104,0.68,0.102,1.0,0.826
LAT,Stim8hr,TCR (context-specific),INF2,0.721,0.103,0.696,0.102,1.0,0.863
LAT,Stim8hr,TCR (context-specific),LIME1,2.876,0.309,2.194,0.27,1.0,1.0
LAT,Stim8hr,TCR (context-specific),RTL8A,1.232,0.331,0.908,0.284,0.999,0.872
LAT,Stim8hr,TCR (context-specific),AGER,0.907,0.235,0.768,0.216,1.0,0.802
LAT,Stim8hr,TCR (context-specific),AGPAT1,1.025,0.101,0.992,0.099,1.0,1.0
LAT,Stim8hr,TCR (context-specific),NEU1,0.785,0.138,0.739,0.134,1.0,0.874
LAT,Stim8hr,TCR (context-specific),CARD16,2.15,0.336,1.571,0.287,1.0,1.0
LAT,Stim8hr,TCR (context-specific),C6orf47,0.824,0.179,0.745,0.171,1.0,0.826
LAT,Stim8hr,TCR (context-specific),LST1,1.364,0.282,1.083,0.251,1.0,0.976
LAT,Stim8hr,TCR (context-specific),MICA,1.209,0.205,1.063,0.193,1.0,0.993
LAT,Stim8hr,TCR (context-specific),PRR3,-1.002,0.204,-0.882,0.192,0.0,0.939
LAT,Stim8hr,TCR (context-specific),FAM216A,-0.977,0.111,-0.939,0.109,0.0,0.999
LAT,Stim8hr,TCR (context-specific),SLFN12L,0.802,0.116,0.768,0.114,1.0,0.946
LAT,Stim8hr,TCR (context-specific),PDE7A,0.818,0.102,0.791,0.101,1.0,0.98
LAT,Stim8hr,TCR (context-specific),TECPR1,0.891,0.112,0.856,0.11,1.0,0.993
LAT,Stim8hr,TCR (context-specific),SAMD9,2.383,0.214,2.073,0.199,1.0,1.0
LAT,Stim8hr,TCR (context-specific),CPT1B,1.176,0.291,0.921,0.258,1.0,0.904
LAT,Stim8hr,TCR (context-specific),ITPRIPL2,-1.081,0.173,-0.984,0.165,0.0,0.992
LAT,Stim8hr,TCR (context-specific),DENND1C,0.963,0.089,0.939,0.088,1.0,1.0
LAT,Stim8hr,TCR (context-specific),CYS1,2.354,0.613,1.056,0.411,0.995,0.874
LAT,Stim8hr,TCR (context-specific),PLPP6,1.245,0.253,1.03,0.23,1.0,0.973
LAT,Stim8hr,TCR (context-specific),CRIP1,0.777,0.161,0.716,0.154,1.0,0.802
LAT,Stim8hr,TCR (context-specific),MXD3,1.379,0.3,1.066,0.264,1.0,0.966
LAT,Stim8hr,TCR (context-specific),SIPA1,0.716,0.116,0.685,0.114,1.0,0.811
LAT,Stim8hr,TCR (context-specific),SYNJ2BP,1.513,0.237,1.278,0.218,1.0,0.999
LAT,Stim8hr,TCR (context-specific),LBH,-1.094,0.171,-0.998,0.164,0.0,0.994
LAT,Stim8hr,TCR (context-specific),GPSM3,2.039,0.127,1.936,0.124,1.0,1.0
LAT,Stim8hr,TCR (context-specific),LAT,-2.184,0.127,-2.076,0.123,0.0,1.0
LAT,Stim8hr,TCR (context-specific),ATF6B,0.696,0.093,0.677,0.092,1.0,0.842
LAT,Stim8hr,TCR (context-specific),DDAH2,2.456,0.309,1.873,0.27,1.0,1.0
LAT,Stim8hr,TCR (context-specific),KCTD11,1.797,0.311,1.365,0.271,1.0,0.998
LAT,Stim8hr,TCR (context-specific),DNASE1,1.372,0.265,1.116,0.239,1.0,0.987
LAT,Stim8hr,TCR (context-specific),IRF9,0.909,0.102,0.879,0.101,1.0,0.998
LAT,Stim8hr,TCR (context-specific),GALT,1.203,0.138,1.132,0.134,1.0,1.0
LAT,Stim8hr,TCR (context-specific),AP1G2,1.084,0.092,1.055,0.09,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TTLL3,0.984,0.171,0.898,0.164,1.0,0.972
LAT,Stim8hr,TCR (context-specific),STARD10,2.404,0.204,2.116,0.192,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZSWIM8,1.077,0.132,1.02,0.128,1.0,1.0
LAT,Stim8hr,TCR (context-specific),IFRD2,-0.866,0.075,-0.851,0.074,0.0,1.0
LAT,Stim8hr,TCR (context-specific),GOLGA8B,1.132,0.102,1.094,0.1,1.0,1.0
LAT,Stim8hr,TCR (context-specific),IFI30,1.469,0.153,1.365,0.148,1.0,1.0
LAT,Stim8hr,TCR (context-specific),CCDC7,1.046,0.137,0.986,0.133,1.0,0.999
LAT,Stim8hr,TCR (context-specific),RNASEK,0.719,0.083,0.703,0.082,1.0,0.926
LAT,Stim8hr,TCR (context-specific),PLXNA4,4.096,0.529,2.139,0.383,1.0,1.0
LAT,Stim8hr,TCR (context-specific),APOL6,1.515,0.141,1.423,0.137,1.0,1.0
LAT,Stim8hr,TCR (context-specific),HSBP1L1,1.701,0.448,1.028,0.348,0.998,0.898
LAT,Stim8hr,TCR (context-specific),LTB,2.51,0.191,2.242,0.181,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TAPBP,0.756,0.069,0.744,0.069,1.0,0.989
LAT,Stim8hr,TCR (context-specific),LYRM9,1.696,0.359,1.193,0.301,1.0,0.978
LAT,Stim8hr,TCR (context-specific),KIAA0040,0.723,0.119,0.691,0.117,1.0,0.818
LAT,Stim8hr,TCR (context-specific),B3GALT4,1.893,0.274,1.52,0.246,1.0,1.0
LAT,Stim8hr,TCR (context-specific),B3GNT9,1.153,0.225,0.99,0.208,1.0,0.974
LAT,Stim8hr,TCR (context-specific),RGL2,0.895,0.185,0.805,0.175,1.0,0.896
LAT,Stim8hr,TCR (context-specific),FAM200B,0.899,0.143,0.842,0.139,1.0,0.968
LAT,Stim8hr,TCR (context-specific),CASTOR1,1.345,0.237,1.137,0.218,1.0,0.994
LAT,Stim8hr,TCR (context-specific),ALKBH6,0.768,0.134,0.726,0.131,1.0,0.859
LAT,Stim8hr,TCR (context-specific),NME1,-0.738,0.053,-0.731,0.053,0.0,0.997
LAT,Stim8hr,TCR (context-specific),CDRT4,1.14,0.308,0.87,0.269,0.999,0.856
LAT,Stim8hr,TCR (context-specific),WBP1,1.083,0.136,1.021,0.132,1.0,1.0
LAT,Stim8hr,TCR (context-specific),PSMB9,0.812,0.07,0.799,0.069,1.0,0.999
LAT,Stim8hr,TCR (context-specific),SMKR1,-1.173,0.253,-0.97,0.23,0.0,0.953
LAT,Stim8hr,TCR (context-specific),PDXP,-0.931,0.135,-0.878,0.131,0.0,0.987
LAT,Stim8hr,TCR (context-specific),PLEKHO2,0.996,0.135,0.94,0.132,1.0,0.997
LAT,Stim8hr,TCR (context-specific),PI4KA,0.912,0.1,0.883,0.098,1.0,0.999
LAT,Stim8hr,TCR (context-specific),NAA80,1.097,0.168,1.005,0.16,1.0,0.996
LAT,Stim8hr,TCR (context-specific),IL10RB,1.093,0.103,1.057,0.101,1.0,1.0
LAT,Stim8hr,TCR (context-specific),P2RY11,-0.875,0.154,-0.812,0.149,0.0,0.937
LAT,Stim8hr,TCR (context-specific),ZNF585B,1.121,0.284,0.888,0.252,1.0,0.885
LAT,Stim8hr,TCR (context-specific),H2AJ,1.167,0.143,1.093,0.139,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TWF2,0.805,0.081,0.788,0.08,1.0,0.994
LAT,Stim8hr,TCR (context-specific),ZNF564,1.378,0.303,1.06,0.266,1.0,0.963
LAT,Stim8hr,TCR (context-specific),GLI4,1.027,0.188,0.921,0.178,1.0,0.97
LAT,Stim8hr,TCR (context-specific),LYN,-1.951,0.42,-1.238,0.335,0.0,0.975
LAT,Stim8hr,TCR (context-specific),CTSO,1.359,0.318,1.021,0.276,1.0,0.943
LAT,Stim8hr,TCR (context-specific),C17orf49,0.823,0.081,0.805,0.081,1.0,0.997
LAT,Stim8hr,TCR (context-specific),ARMH2,2.499,0.587,1.177,0.403,0.998,0.929
LAT,Stim8hr,TCR (context-specific),CORO7,0.817,0.109,0.786,0.107,1.0,0.971
LAT,Stim8hr,TCR (context-specific),IKBKE,2.29,0.161,2.111,0.155,1.0,1.0
LAT,Stim8hr,TCR (context-specific),TXNIP,1.935,0.201,1.71,0.189,1.0,1.0
LAT,Stim8hr,TCR (context-specific),ZNF224,0.858,0.148,0.801,0.143,1.0,0.934
LAT,Stim8hr,TCR (context-specific),LIX1L,0.797,0.08,0.78,0.079,1.0,0.993
LAT,Stim8hr,TCR (context-specific),EPOP,-1.043,0.153,-0.969,0.147,0.0,0.996
LAT,Stim8hr,TCR (context-specific),SYNRG,1.272,0.074,1.25,0.073,1.0,1.0
LAT,Stim8hr,TCR (context-specific),CCL4,-2.097,0.592,-0.978,0.404,0.008,0.835
LAT,Stim8hr,TCR (context-specific),PRAG1,-2.064,0.393,-1.371,0.321,0.0,0.993
LAT,Stim8hr,TCR (context-specific),FCGBP,3.655,0.456,2.177,0.352,1.0,1.0
LAT,Stim8hr,TCR (context-specific),CCL3,-3.029,0.512,-1.632,0.376,0.0,0.997
LAT,Stim8hr,TCR (context-specific),RDM1,1.267,0.378,0.864,0.312,0.997,0.814
LAT,Stim8hr,TCR (context-specific),DHRS11,-1.162,0.34,-0.843,0.29,0.002,0.814
LAT,Stim8hr,TCR (context-specific),CCDC163,1.034,0.271,0.833,0.244,1.0,0.846
LAT,Stim8hr,TCR (context-specific),HOMEZ,0.909,0.147,0.849,0.142,1.0,0.969
MED1,Stim8hr,Mediator,MATK,-1.585,0.387,-1.064,0.317,0.0,0.934
MED1,Stim8hr,Mediator,E2F2,-2.18,0.611,-0.983,0.41,0.008,0.834
MED1,Stim8hr,Mediator,SAMD4A,1.586,0.474,0.916,0.36,0.995,0.821
MED1,Stim8hr,Mediator,WDFY1,0.798,0.14,0.75,0.136,1.0,0.887
MED1,Stim8hr,Mediator,PPP1R15A,0.869,0.159,0.803,0.153,1.0,0.924
MED1,Stim8hr,Mediator,ADA2,1.948,0.248,1.621,0.227,1.0,1.0
MED1,Stim8hr,Mediator,ARSA,0.863,0.193,0.77,0.182,1.0,0.845
MED1,Stim8hr,Mediator,GZMH,-2.142,0.58,-1.021,0.4,0.005,0.862
MED1,Stim8hr,Mediator,POLI,0.904,0.224,0.776,0.208,1.0,0.821
MED1,Stim8hr,Mediator,UNC119,-1.103,0.287,-0.869,0.255,0.0,0.867
MED1,Stim8hr,Mediator,CLU,1.904,0.407,1.236,0.328,1.0,0.976
MED1,Stim8hr,Mediator,BAZ2B,1.21,0.345,0.871,0.293,0.999,0.836
MED1,Stim8hr,Mediator,PTGIS,-1.162,0.287,-0.916,0.254,0.0,0.903
MED1,Stim8hr,Mediator,HS3ST3B1,-1.044,0.282,-0.828,0.252,0.0,0.833
MED1,Stim8hr,Mediator,MED1,-1.755,0.16,-1.62,0.154,0.0,1.0
MED1,Stim8hr,Mediator,IGFLR1,0.777,0.144,0.728,0.139,1.0,0.849
MED1,Stim8hr,Mediator,CCR7,-1.348,0.372,-0.929,0.309,0.001,0.867
MED1,Stim8hr,Mediator,TEP1,0.966,0.192,0.862,0.181,1.0,0.937
MED1,Stim8hr,Mediator,HIP1R,-1.027,0.254,-0.848,0.231,0.0,0.873
MED1,Stim8hr,Mediator,RAMP1,-1.275,0.256,-1.049,0.233,0.0,0.977
MED1,Stim8hr,Mediator,HAVCR2,-0.857,0.202,-0.757,0.189,0.0,0.818
MED1,Stim8hr,Mediator,PRCP,0.862,0.173,0.785,0.165,1.0,0.887
MED1,Stim8hr,Mediator,ITGAV,0.887,0.197,0.787,0.186,1.0,0.862
MED1,Stim8hr,Mediator,ADAM15,-0.892,0.152,-0.83,0.147,0.0,0.953
MED1,Stim8hr,Mediator,WDPCP,1.024,0.271,0.826,0.243,1.0,0.84
MED1,Stim8hr,Mediator,OTULINL,-1.484,0.335,-1.087,0.286,0.0,0.96
MED1,Stim8hr,Mediator,TIMD4,-1.34,0.409,-0.867,0.329,0.004,0.804
MED1,Stim8hr,Mediator,TMEM140,1.167,0.269,0.944,0.242,1.0,0.932
MED1,Stim8hr,Mediator,LRP12,1.365,0.364,0.952,0.304,0.999,0.886
MED1,Stim8hr,Mediator,MSRB2,1.273,0.297,0.988,0.262,1.0,0.938
MED1,Stim8hr,Mediator,GLB1L2,-2.717,0.737,-0.98,0.443,0.013,0.814
MED1,Stim8hr,Mediator,ZNF230,1.293,0.372,0.891,0.309,0.998,0.84
MED1,Stim8hr,Mediator,DNAJB4,0.97,0.214,0.844,0.199,1.0,0.903
MED1,Stim8hr,Mediator,SMPD1,1.036,0.222,0.892,0.206,1.0,0.931
MED1,Stim8hr,Mediator,APBB1,1.687,0.422,1.067,0.336,0.999,0.925
MED1,Stim8hr,Mediator,ZMAT1,2.904,0.514,1.56,0.376,1.0,0.995
MED1,Stim8hr,Mediator,TRIM68,1.301,0.327,0.965,0.281,1.0,0.911
MED1,Stim8hr,Mediator,STAT2,0.78,0.148,0.728,0.143,1.0,0.842
MED1,Stim8hr,Mediator,ZNF692,-1.069,0.293,-0.835,0.259,0.001,0.833
MED1,Stim8hr,Mediator,EXT1,0.826,0.15,0.769,0.145,1.0,0.898
